TOTAL_BAJO_RENDIMIENTO_REA,DESERTA,GENERO,UBICACION_SEMESTRAL,MEDIO_TRANSPORTE,FRECUENCIA_TRANSPORTE,FUENTES_FINANCIACION,PERSONAS_A_CARGO,DIFICULTAD_PAGO_MATRICULA,TURNO_TRABAJO_ESTUDIO,TIPO_VIVIENDA_RESIDENCIA,ZONA_VIVIENDA_RESIDENCIA,VIVE_PADRES_FAMILIAR,SISBEN,NUM_HIJOS,VIVE_PERSONAS_MAYORES,VIVE_PERSONAS_PATOLOGIAS,VICTIMA_VIOLENCIA,FRECUENCIA_USO_CANALES_ATENCION,ORIENTACION_CAT,COMUNA,NIV_EDUCATIVO_PADRE_CAT,NIV_EDUCATIVO_MADRE_CAT,ES_VULNERABLE,ES_GRUPO_ETNICO,GRUPO_ETNICO_CAT,HORAS_FUERA_CASA,RECURSOS_TECNOLOGICOS,HERMANOS_CAT,CARGA_LABORAL,CARGA_HOGAR,CONDICION_DISCAPACIDAD,HABITOS_RIESGO,IMC_CAT,CIENCIAS BÁSICAS_bin,CIENCIAS BÁSICAS DE INGENIERÍA_bin,INGENIERÍA APLICADA_bin,INSTITUCIONAL_bin
1,0,M,3,Bicicleta,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,3–3.99,3–3.99,3–3.99
0,0,M,3,Servicio público,Alta frecuencia,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
0,0,F,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Municipios Aledaños,Básica,Media,Sí,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Alta frecuencia,Crédito,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Oriental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,Si,No,No,Frecuentemente,No responde,Comuna Sur Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,ALTA_>20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Baja frecuencia,Crédito,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Alta frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Nunca,Heterosexual,Municipios Aledaños,Media,Superior,Sí,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,3–3.99,3–3.99
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,Si,Sí,No responde,Casi nunca,Heterosexual,Comuna Sur Occidental,Media,Superior,No,No,No reportado,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Bogota,Básica,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Otro,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No reportado,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Alta frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Sur Oriental,Superior,Superior,Sí,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,SOLO_SIN_NINOS,SIN,NINGUNO,SOBREPESO,3–3.99,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Superior,Superior,Sí,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Alta frecuencia,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No responde,Con poca frecuencia,Heterosexual,Comuna Norte,Superior,Superior,No,No,No reportado,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Nunca,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Bogota,Superior,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,SOLO_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,3–3.99,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Nocturno,Propia pagandose,Zona urbana,Si,No,0,Si,Sí,No,Nunca,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,F,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Frecuentemente,No responde,Comuna Sur Occidental,Media,Media,Sí,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
2,0,M,3,A pie,Baja frecuencia,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Occidental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
0,0,M,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,F,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Municipios Aledaños,Media,Media,Sí,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
1,0,F,3,A pie,Alta frecuencia,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,3–3.99,3–3.99,3–3.99
0,0,F,3,Servicio público,Otro,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Básica,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,3–3.99,4–5,3–3.99,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No responde,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No reportado,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Superior,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,3–3.99,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Recursos propios,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Otro,Recursos propios,SIN_CARGAS,No,Nocturno,Propia pagada,Zona urbana,Si,Si,0,No,Sí,No,Nunca,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
0,0,M,2,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Nocturno,Arrendada,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Occidental,Superior,Media,No,No,No reportado,BAJO,SIN_RECURSOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
0,0,F,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,Sí,No,Con poca frecuencia,No responde,Comuna Centro,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
1,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Superior,Media,Sí,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
2,0,M,3,Servicio público,Otro,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
0,0,F,3,Vehículo motorizado,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Diversa,Comuna Centro,Media,Media,Sí,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,Servicio público,Otro,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,No responde,Comuna Centro,Media,Media,Sí,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No responde,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No reportado,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No responde,Frecuentemente,Heterosexual,Sin agrupar,Media,Media,No,No,No reportado,ALTO,COMPLETOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,MULTIPLE,BAJO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Oriental,Superior,Superior,No,No,No reportado,ALTO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Centro,Básica,Básica,No,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,BAJO_PESO,3–3.99,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Otro,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Nunca,Heterosexual,Comuna Norte,Básica,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,3–3.99
0,0,M,3,Bicicleta,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Alta frecuencia,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,ALTA_>20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,3–3.99
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,BAJO,SIN_RECURSOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,Bicicleta,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Nunca,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
0,0,M,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Nunca,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
0,0,M,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,3–3.99,4–5,3–3.99
0,0,M,3,Servicio público,Otro,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,No,0,No,No,No responde,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Superior,No,No,No reportado,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,3–3.99,3–3.99
1,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,4–5
0,0,M,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,-1,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Superior,Superior,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
0,0,M,3,Servicio público,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Superior,No,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,M,3,A pie,Alta frecuencia,Otro / No aplica,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,No responde,Comuna Occidental,Superior,Superior,Sí,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,Servicio público,Baja frecuencia,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,SIN_RECURSOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
0,0,F,3,A pie,Baja frecuencia,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Sur Oriental,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
