,FUENTES_FINANCIACION,PERSONAS_A_CARGO,DIFICULTAD_PAGO_MATRICULA,TURNO_TRABAJO_ESTUDIO,TIPO_VIVIENDA_RESIDENCIA,ZONA_VIVIENDA_RESIDENCIA,VIVE_PADRES_FAMILIAR,SISBEN,NUM_HIJOS,VIVE_PERSONAS_MAYORES,VIVE_PERSONAS_PATOLOGIAS,VICTIMA_VIOLENCIA,FRECUENCIA_USO_CANALES_ATENCION,ORIENTACION_CAT,COMUNA,NIV_EDUCATIVO_PADRE_CAT,NIV_EDUCATIVO_MADRE_CAT,ES_VULNERABLE,ES_GRUPO_ETNICO,GRUPO_ETNICO_CAT,HORAS_FUERA_CASA,RECURSOS_TECNOLOGICOS,HERMANOS_CAT,CARGA_LABORAL,CARGA_HOGAR,CONDICION_DISCAPACIDAD,HABITOS_RIESGO,IMC_CAT,CIENCIAS BÁSICAS_bin,CIENCIAS BÁSICAS DE INGENIERÍA_bin,INGENIERÍA APLICADA_bin,INSTITUCIONAL_bin
669,Recursos propios,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Frecuentemente,Heterosexual,Comuna Norte,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,3–3.99,Sin nota,3–3.99
92,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Básica,Básica,No,Sí,Étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
211,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Casi nunca,No responde,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,2–2.99,2–2.99,1–1.99
79,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Básica,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,OBESIDAD,3–3.99,3–3.99,3–3.99,4–5
231,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,No,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Oriental,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
190,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No responde,Casi nunca,No responde,Comuna Centro,Media,Media,No,No,No reportado,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,1–1.99,3–3.99,2–2.99,1–1.99
351,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Sin agrupar,Media,Superior,Sí,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,OBESIDAD,4–5,4–5,4–5,4–5
487,Crédito,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Norte,Básica,Superior,Sí,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
28,Beca,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,2–2.99,3–3.99
184,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,No responde,Comuna Norte,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
329,Recursos propios,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
140,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Centro,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,4–5,4–5
524,Recursos propios,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,1,Si,No,No,Casi nunca,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,MEDIO,BASICOS,NINGUNO,ALTA_>20,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
209,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Comuna Centro,Básica,Básica,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,2–2.99,3–3.99,3–3.99,3–3.99
696,Beca,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No responde,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No reportado,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_3_MAS,MULTIPLE,BAJO,NORMAL,Sin nota,3–3.99,3–3.99,3–3.99
75,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Superior,Superior,No,Sí,Étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
533,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Nunca,Heterosexual,Comuna Occidental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
168,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,No responde,Comuna Occidental,Superior,Básica,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
602,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Nunca,Heterosexual,Municipios Aledaños,Media,Superior,Sí,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,3–3.99,3–3.99
188,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Superior,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,3–3.99
700,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No responde,Nunca,Heterosexual,Comuna Centro,Media,Media,No,No,No reportado,MEDIO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,SOLO_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,Sin nota,3–3.99,3–3.99,4–5
99,Recursos propios,CON_CARGAS,Si,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,No,No,Casi nunca,Heterosexual,Municipios Aledaños,Superior,Superior,Sí,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,4–5
584,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Oriental,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
535,Recursos propios,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,No,1,Si,Sí,No,Nunca,Heterosexual,Comuna Oriental,Básica,Superior,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
219,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,No,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,SOBREPESO,3–3.99,4–5,3–3.99,4–5
143,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,No,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
53,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,Si,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,ALTA_>20,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
547,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Oriental,Superior,Superior,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,2–2.99,3–3.99,4–5,3–3.99
8,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Municipios Aledaños,Básica,Básica,Sí,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
543,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
451,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,No responde,Municipios Aledaños,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
367,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,ALTO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
12,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,No responde,Comuna Centro,Básica,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,BAJO,OBESIDAD,Sin nota,3–3.99,2–2.99,3–3.99
275,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,3–3.99
735,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Municipios Aledaños,Media,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
151,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,1,Si,No,No,Con poca frecuencia,No responde,Comuna Norte,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,SOBREPESO,Sin nota,3–3.99,3–3.99,3–3.99
101,Recursos propios,SIN_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,Si,0,No,No,No responde,Casi nunca,Heterosexual,Municipios Aledaños,Media,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
74,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,3–3.99,4–5
363,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Superior,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
422,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
673,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Nunca,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
7,Otro / No aplica,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona rural,Si,Si,0,No,No,No,Frecuentemente,No responde,Municipios Aledaños,Básica,Básica,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,2–2.99,3–3.99,3–3.99
23,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,No responde,Comuna Norte,Básica,Media,No,No,No étnico,MEDIO,SIN_RECURSOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
5,Beca,SIN_CARGAS,Si,Mixto,Propia pagada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
333,Beca,SIN_CARGAS,No,Mixto,Propia pagada,Zona rural,Si,Si,0,No,Sí,Si,Frecuentemente,No responde,Comuna Centro,Básica,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
35,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Norte,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,4–5
429,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Frecuentemente,No responde,Comuna Sur Oriental,Media,Básica,No,No,No reportado,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
198,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,1,No,No,Si,Con poca frecuencia,Heterosexual,Municipios Aledaños,Superior,Media,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_3_MAS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
399,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Básica,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
483,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No responde,Con poca frecuencia,Heterosexual,Comuna Norte,Media,Media,No,No,No reportado,MEDIO,SIN_RECURSOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
466,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Centro,Básica,Superior,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,4–5,4–5
268,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Municipios Aledaños,Básica,Básica,No,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,3–3.99
76,Crédito,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Norte,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
64,Beca,SIN_CARGAS,Si,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Municipios Aledaños,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
394,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Sur Occidental,Media,Superior,No,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,1–1.99,1–1.99
653,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,3–3.99,4–5,3–3.99
256,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,No,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
408,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No responde,Frecuentemente,Heterosexual,Comuna Oriental,Media,Media,No,No,No reportado,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
214,Beca,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,No,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Sur Occidental,Básica,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
670,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,1,No,No,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Media,Media,Sí,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
311,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Municipios Aledaños,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,2–2.99,4–5
364,Beca,CON_CARGAS,Si,Diurno,Propia pagada,Zona rural,Si,Si,1,Si,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Básica,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
239,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Municipios Aledaños,Superior,Básica,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,Sin nota,3–3.99
435,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
723,Recursos propios,SIN_CARGAS,No,Mixto,Propia pagandose,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No reportado,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
234,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Municipios Aledaños,Media,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,SOBREPESO,2–2.99,4–5,3–3.99,4–5
16,Crédito,SIN_CARGAS,Si,Nocturno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Básica,Sí,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
742,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
206,Otro / No aplica,CON_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,No,1,No,No,No responde,Con poca frecuencia,No responde,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
627,Recursos propios,SIN_CARGAS,No,Nocturno,Propia pagada,Zona urbana,Si,Si,0,No,Sí,No,Nunca,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
506,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Nunca,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
265,Beca,CON_CARGAS,Si,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Media,Básica,Sí,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
489,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
623,Otro / No aplica,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Superior,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,3–3.99,4–5,4–5,4–5
